objektidentitet,lannamn,kommunnamn,sockenstadnamn,
940C27E0-7843-4CA1-82BA-29D8D0555FB2,"Västernorrland, Jämtland, Jämtland","Ånge, Sundsvall, Bräcke, Ragunda, Bräcke",Hällesjö,
944EEB80-8BC3-44F7-912A-12416B14560E,Skåne,"Kävlinge, Lund, Eslöv",Stora Harrie,
94964CD3-A49C-4D0C-AE79-E0235EAFA4A9,"Västra Götaland, Jönköping","Svenljunga, Tranemo, Gislaved",Sjötofta,
94BD2207-39FA-4799-9E68-5CC88FAEC9B9,Blekinge,"Ronneby, Ronneby, Karlskrona",Listerby,
94D8FADA-DB7F-408A-933C-D76B529A6CAC,"Västra Götaland, Värmland","Gullspång, Mariestad, Kristinehamn",Amnehärad,
94E6EA88-5763-4E8D-B1E1-C5DCB3442944,Gotland,Gotland,Klinte,
94FE47C0-D5D1-41B0-A684-9FC3F48E658D,Västra Götaland,"Färgelanda, Mellerud, Bengtsfors",Järbo,
950C033B-5F02-45EE-ADFE-997E7557FEFF,Västra Götaland,"Götene, Skara, Skara, Götene, Götene",Ova,
95236D9C-A821-4611-8759-B1D4BAABE978,Västra Götaland,"Götene, Skara, Götene",Skånings-Åsaka,
953E1DD5-DA40-4A60-84D7-E02FD8912B2A,Västra Götaland,"Härryda, Lerum, Partille, Göteborg, Lerum",Lerum,
954E4975-F3E4-4F6A-9A4F-5AE3D99B98E6,Östergötland,"Linköping, Linköping, Mjölby, Motala",Västerlösa,
95563FA5-1712-43E6-9567-4C73DD604A59,"Kalmar, Östergötland","Västervik, Åtvidaberg",Gärdserum,
95771A2B-3FBF-454F-B7E7-61EA9163792A,Uppsala,"Uppsala, Enköping, Uppsala",Hagby,
95792541-B55C-46EA-B846-C18DA3B0D443,Västra Götaland,"Skara, Falköping, Skara",Skärv,
95806953-019D-4FA7-AD44-7518ED6B66E4,"Örebro, Västmanland, Dalarna","Lindesberg, Skinnskatteberg, Smedjebacken",Malingsbo,
958856D9-28F5-44E8-B6F9-866F850808B1,Västra Götaland,"Färgelanda, Munkedal, Orust, Uddevalla, Uddevalla",Herrestad,
959A64C7-AAB1-434C-A808-A7F823BBBADA,Kronoberg,"Ljungby, Älmhult, Markaryd, Ljungby",Hamneda,
95B3368B-4FED-48FB-800B-AEC24F7BD3FA,Jönköping,Eksjö,Eksjö,
9639B432-ED25-4D13-A98F-4D52D2F7EAA3,Västra Götaland,"Färgelanda, Munkedal, Tanum, Dals-Ed, Munkedal",Krokstad,
9694BE8F-F40A-44B3-B4D2-95BEEC3C40C9,Jämtland,"Berg, Östersund, Berg, Östersund, Åre, Berg",Oviken,
96D25656-419F-440E-BCC4-8DF3AA0589CB,Norrbotten,Haparanda,Haparanda,
975A3985-3762-4CB0-825B-3035BC0F2C89,"Dalarna, Dalarna, Gävleborg","Rättvik, Leksand, Rättvik, Leksand, Mora, Leksand, Rättvik, Falun, Ovanåker",Rättvik,
979367CF-406D-43CB-8D0F-AC299ABE6B38,Värmland,"Forshaga, Karlstad, Filipstad, Hagfors",Nyed,
97B76888-90AF-4B8E-AC85-4EC0682E377C,Örebro,Kumla,Kumla,
97C5EC7E-8E58-401D-9AEF-C039E721EC05,Södermanland,Nyköping,Nyköping,
98275E07-7F6C-47D0-BF97-13DD3425EF22,Västra Götaland,"Skövde, Tidaholm, Hjo, Skövde",Edåsa,
98303C73-FEC7-45EC-8972-127079D17050,Skåne,"Kävlinge, Kävlinge, Eslöv",Virke,
98504D25-16D7-4645-A22F-8F6477670B56,Västra Götaland,"Mark, Härryda, Lerum",Härryda,
987712BA-920F-49F7-9EDA-5CAA2487A7C6,"Kalmar, Östergötland","Vimmerby, Ydre, Kinda, Boxholm, Vimmerby, Ydre",Tidersrum,
9885A56D-6353-489C-9AE3-C02FE52342A3,"Kalmar, Östergötland, Kalmar","Vimmerby, Kinda, Vimmerby",Djursdala,
98974525-81A9-499C-892E-EB0C1ABA74D6,Södermanland,Eskilstuna,Gillberga,
99061FFF-720C-4424-B1A4-EDDFB7F47805,Gotland,Gotland,Fröjel,
990A1C37-B25B-4E72-B6B5-EB4F0CB6E256,Västerbotten,"Umeå, Umeå, Robertsfors, Vindeln, Skellefteå",Sävar,
990CA222-5241-47DE-A72C-A0DDFFBB3265,Kalmar,"Kalmar, Nybro",Sankt Sigfrid,
992A9C54-1192-494D-8D9E-C83BCF8CB0E1,Skåne,"Trelleborg, Vellinge, Vellinge",Mellan-Grevie,
993E7B1A-A44D-4EE2-8807-FFD0CC85B1E5,"Östergötland, Östergötland, Örebro","Motala, Linköping, Motala, Finspång, Askersund, Hallsberg",Tjällmo,
99932D86-35BA-4DB7-A0F7-2D1C8389BD45,Skåne,"Lund, Skurup, Sjöbo",Veberöd,
99956109-375B-46C7-AB69-27716FAED98E,Gotland,Gotland,Källunge,
99CCE5F2-728B-436F-A807-746E152EA892,Västra Götaland,"Tanum, Strömstad",Skee,
99E1152D-ED70-4D12-A62F-7B7AB17156CA,Kalmar,Borgholm,Källa,
99EC8A56-10A3-4973-89A2-61808EA8D2EB,"Gävleborg, Uppsala, Uppsala","Gävle, Tierp, Älvkarleby, Tierp, Älvkarleby",Älvkarleby,
99FEE6D5-7BC6-493D-8990-42119DF23E25,Blekinge,"Ronneby, Karlskrona",Ronneby,
9A28B601-BED6-4768-8F15-FFF41195A965,Östergötland,"Ödeshög, Mjölby, Vadstena, Ödeshög, Mjölby, Ödeshög, Mjölby",Kumla,
9A350A18-0298-400F-8853-E7890FDD044A,Uppsala,"Enköping, Heby, Enköping",Torstuna,
9A382A4F-A9F6-486D-A3F2-407091E83D86,Halland,Varberg,Ås,
9A497817-80CD-4DFC-8165-49D5A0900B8D,"Kronoberg, Skåne, Kronoberg","Alvesta, Osby, Älmhult, Alvesta, Ljungby",Virestad,
9A705D35-1E85-49CF-B6B6-613F58845294,"Kronoberg, Kalmar, Jönköping, Kalmar","Uppvidinge, Högsby, Hultsfred, Vetlanda, Högsby",Virserum,
9A8C6052-43A8-4261-8806-1A456DD589EE,Jämtland,"Härjedalen, Berg, Härjedalen, Berg",Vemdalen,
9AD63500-C425-4510-9CF6-6FCEFD3272D1,Gävleborg,"Bollnäs, Söderhamn, Hudiksvall, Hudiksvall, Söderhamn",Enånger,
9ADFBE63-6583-4B57-B324-21B76A20B50F,Värmland,"Arvika, Eda, Sunne, Arvika",Gunnarskog,
9AF21729-1121-44DB-8694-D2793BA3B59D,Gotland,Gotland,Tofta,
9B0C29A1-EA38-4F98-B06D-8064DE90DF6C,Skåne,"Ängelholm, Helsingborg, Höganäs",Välinge,
9B33884C-EF0E-4DAE-B432-48DF5A755BC3,Skåne,"Sjöbo, Hörby, Hörby",Östra Sallerup,
9B44DC77-C88A-42C3-88DB-52CD7E4D29AA,Skåne,"Hässleholm, Östra Göinge",Norra Sandby,
9B51618B-45C7-47F8-A2D2-02EE18A34F01,Kalmar,Borgholm,Högby,
9B5FADAD-621C-47F5-B450-A040ADF13EB8,"Västerbotten, Västernorrland","Vännäs, Nordmaling, Örnsköldsvik, Bjurholm, Vindeln, Åsele, Lycksele",Bjurholm,
9B67153A-B34A-4237-9E0D-E6CC00C902EF,"Skåne, Kronoberg","Hässleholm, Östra Göinge, Osby, Älmhult",Osby,
9B9C77D8-C4D4-4261-A436-5FBDE9FF99DC,Västra Götaland,"Töreboda, Karlsborg, Töreboda",Halna,
9C3A9215-41F0-4246-AD49-3730212E5714,Jämtland,"Härjedalen, Berg, Berg",Åsarne,
9C7B7AFD-11B2-40C0-96EC-FADAF99AAF08,Västra Götaland,"Vara, Lidköping",Slädene,
9C8FAFDE-6122-4816-AA23-F3263E30C477,Örebro,"Örebro, Karlskoga, Nora, Hällefors",Viker,
9C9C794A-584B-4C26-9013-A2FD1697BA0E,Dalarna,"Mora, Vansbro, Leksand",Sollerön,
9CBCA1DC-3ABA-4DC2-936F-760F078E77B2,"Jönköping, Kalmar, Östergötland, Jönköping","Eksjö, Vimmerby, Ydre, Eksjö",Ingatorp,
9CC0EB99-83AB-48DF-9659-E8A269F11994,"Kalmar, Östergötland","Vimmerby, Västervik, Kinda",Hycklinge,
9CEB5B2B-F775-4F45-A242-BC905C04BE81,Uppsala,Östhammar,Öregrund,
9CEC2525-4529-46C0-A876-86533FD3922A,Skåne,"Lund, Eslöv",Silvåkra,
9CF210E7-FF62-49D6-8DB2-B15763AB81E7,Stockholm,"Södertälje, Salem, Botkyrka, Salem, Södertälje",Östertälje,
9D194F3F-1093-43F8-8369-0C864FB769A1,Halland,Kungsbacka,Kungsbacka,
9D46F914-9F16-42CE-BEB2-A1A50F90930E,Kronoberg,Lessebo,Lessebo,
9D4AC8E2-858D-468E-9EEF-A951537CB992,Halland,"Halmstad, Hylte, Halmstad",Enslöv,
9D79F0F1-5039-4D9C-8A7C-651B438DA090,Halland,Varberg,Varberg,
9D81C7DF-DE2F-4256-8978-ACA4D1168DD2,Västra Götaland,"Alingsås, Ale, Trollhättan, Alingsås",Erska,
9D8378E7-7CA5-4313-8955-77C3F4189AD8,Östergötland,"Motala, Mjölby, Vadstena",Fivelstad,
9DAB0655-BBEA-469D-AFE2-C595C8719A01,"Skåne, Halland","Örkelljunga, Ängelholm, Laholm",Tåssjö,
9DAE2027-4936-4894-85DD-45CF98390D12,"Jämtland, Gävleborg, Gävleborg, Jämtland, Västernorrland","Härjedalen, Ljusdal, Ljusdal, Härjedalen, Ånge",Ytterhogdal,
9DB0519F-B6EA-4E01-952B-2717100531AD,Skåne,"Svalöv, Helsingborg, Bjuv",Ekeby,
9DD54F22-8F3E-4208-A4D7-3F6E5C7C7BE7,"Stockholm, Uppsala","Norrtälje, Uppsala, Östhammar",Bladåker,
9DD5DC07-224E-4572-B16C-F5D224A62B33,Västra Götaland,Herrljunga,Alboga,
9DED2D40-6824-47DD-938B-2BB5E2E73FF6,Stockholm,"Södertälje, Södertälje, Nykvarn, Södertälje, Botkyrka",Ytterjärna,
9DEE8DC2-A4F6-4B6B-B286-25F7842CD2D2,Gotland,Gotland,Sundre,
9DFEEAE1-3863-47E0-B4A6-6842413FBED5,"Stockholm, Stockholm, Uppsala","Norrtälje, Norrtälje, Östhammar, Uppsala",Harg,
9E1DE76F-B4A1-491A-B5ED-C0527F7DD7E4,Västra Götaland,"Mariestad, Skövde, Mariestad, Töreboda, Mariestad",Ekby,
9E35AF40-A21D-4BDE-9406-C2E1EF017138,"Södermanland, Västmanland","Eskilstuna, Västerås",Sundby,
9E35B3FB-8D40-4FD7-94AB-F402860F2D04,Södermanland,"Nyköping, Katrineholm, Flen",Halla,
9E73532D-B4D9-4F63-96A5-8BF99D96B2A0,Uppsala,Enköping,Fröslunda,
9E891CAB-A8AD-42D2-A242-AAD0E241B7E6,Västra Götaland,Skara,Skara,
9E93F239-2A7C-4D7D-9785-F8F3B1F0A2FD,Värmland,"Säffle, Årjäng, Arvika",Glava,
9EA55952-A931-4406-80A3-1B312EBD22C6,Västra Götaland,"Svenljunga, Tranemo, Borås",Sexdrega,
9EB79F08-C67D-4D4D-9290-A5A5E8FF3DBC,"Halland, Halland, Västra Götaland","Kungsbacka, Kungsbacka, Mark",Idala,
9EBA6CC5-A8E4-49DE-9527-87CFF490B707,Jönköping,"Jönköping, Aneby",Svarttorp,
9EBCE9DC-6A8D-4928-8B30-491EE596CE19,Västra Götaland,"Vara, Lidköping, Vara",Long,
9F0128B0-E5EA-4D23-B347-01A97D21D19A,"Östergötland, Östergötland, Jönköping","Ydre, Ydre, Aneby, Boxholm",Asby,
9F2340B9-93C8-40EB-BAE4-0B118F1B5951,"Kalmar, Kronoberg","Nybro, Uppvidinge, Högsby",Älghult,
9F30F5A1-1C74-4489-9550-433ABA4C0706,Stockholm,"Haninge, Nynäshamn, Botkyrka, Huddinge",Västerhaninge,
9F6831E3-3F48-4408-B763-A97FA2EDBB75,Östergötland,"Kinda, Linköping, Åtvidaberg",Vårdnäs,
9F8095F6-3921-4BA6-B91B-146CD897971F,Västmanland,"Kungsör, Köping",Kungs-Barkarö,
9FBF79E8-21F0-4A07-A32C-99EF45CA25A6,"Kalmar, Jönköping, Kalmar","Hultsfred, Vetlanda, Hultsfred",Järeda,
9FDEF3BE-5D2A-4BA7-B264-40857BD361AE,Halland,Kungsbacka,Kungsbacka,
9FE02801-B66C-4907-B2F5-B02BD966FF74,"Jönköping, Östergötland","Aneby, Tranås, Jönköping, Ödeshög",Adelöv,
9FEB0544-B48B-42B3-9FDD-FC2134A7F8B8,"Södermanland, Södermanland, Västmanland","Eskilstuna, Strängnäs, Eskilstuna, Västerås",Jäder,
A00536F1-4C14-41B5-9FD1-5605D73C982F,Västra Götaland,Herrljunga,Skölvene,
A0180A60-45AF-41C5-B24F-B620F8D7019E,Skåne,"Kävlinge, Landskrona, Svalöv",Annelöv,
A01A3F99-477A-4F6D-9111-54CB150850F7,Jämtland,"Bräcke, Ragunda, Östersund, Strömsund",Stugun,
A03268B7-05ED-4FF7-8F9B-58BBBDAE9BC7,Halland,Halmstad,Vapnö,
A0452205-C107-4548-B2C6-0FF1FD93D609,Stockholm,"Haninge, Värmdö",Ornö,
A0ADBAB8-0D10-4EDB-A1D3-CA4EC1EF5A27,Uppsala,"Uppsala, Enköping, Enköping",Balingsta,
A0B06366-52F7-4B30-A4FD-D42BA5CA02E6,"Dalarna, Västmanland","Avesta, Fagersta, Norberg, Hedemora, Smedjebacken",Norberg,
A0D92864-0114-4CD1-B1CD-65BF703EE36E,"Kalmar, Kalmar, Jönköping","Hultsfred, Hultsfred, Vetlanda, Oskarshamn",Målilla,
A10FE3A8-531B-48B0-A1A1-1D13836E2183,"Västmanland, Södermanland","Kungsör, Eskilstuna, Hallstahammar, Köping, Västerås",Kolbäck,
A11C8B9E-7E5D-4B8F-A795-C8E558D98378,Västra Götaland,"Munkedal, Lysekil, Munkedal",Håby,
A120F5E5-12AD-4DFA-B888-BB3818CCBC60,"Västmanland, Dalarna","Skinnskatteberg, Smedjebacken, Fagersta, Norberg, Hedemora, Säter",Söderbärke,
A1225FF1-3C2E-40F9-9902-E0B080BCA233,Skåne,"Lund, Staffanstorp, Burlöv, Lomma",Uppåkra,
A1269A70-714E-4A9F-9127-4A6304D6BDBF,Södermanland,"Nyköping, Flen",Årdala,
A12ACC03-E470-4973-B4A7-1836E7D885D0,"Uppsala, Stockholm","Enköping, Upplands-Bro, Håbo",Övergran,
A1362E06-B203-4097-B830-1F741E5BA768,Stockholm,"Värmdö, Nacka, Vaxholm",Gustavsberg,
A16AFBDC-C0EC-4314-B1E6-C32268C88B0C,Västra Götaland,"Göteborg, Ale, Kungälv",Rödbo,
A19C9791-E194-46C8-877D-40746E7C9654,"Gävleborg, Västernorrland, Gävleborg, Jämtland","Ljusdal, Ånge, Hudiksvall, Nordanstig, Ljusdal, Härjedalen",Ramsjö,
A1ABE051-EA22-4D70-84B4-73DD00C50CD3,Västra Götaland,"Trollhättan, Lilla Edet, Trollhättan, Trollhättan, Lilla Edet",Rommele,
A1C5C9DD-8836-44A9-B07E-A88639DA7D58,Västra Götaland,"Skövde, Skövde, Tibro, Töreboda",Götlunda,
A1C83711-F7E3-42F4-881F-5C42B0036C47,Örebro,"Laxå, Askersund, Laxå, Hallsberg, Laxå, Hallsberg",Laxå,
A1CAEF70-F749-4C4F-822A-99C60332F128,"Västra Götaland, Jönköping","Tranemo, Gislaved, Jönköping",Ljungsarp,
A1E2551C-DFF5-4503-8C41-6B9849CA608D,Västra Götaland,"Essunga, Vara, Grästorp, Vara",Malma,
A2029277-B321-4B92-9815-B8B104179BFD,Västernorrland,"Härnösand, Kramfors, Härnösand, Kramfors, Sollefteå",Gudmundrå,
A20CB3C9-FF96-444C-A01B-3F34C205FCCF,"Blekinge, Blekinge, Skåne, Kronoberg","Olofström, Olofström, Osby, Karlshamn, Älmhult, Tingsryd",Kyrkhult,
A215C0AD-BC1C-4D55-8DBC-08F0BF5F019C,Skåne,Kristianstad,Åhus,
A22477BC-990C-4C68-80D4-AA6F330C79F4,Västra Götaland,"Falköping, Skövde, Skövde, Falköping",Sjogerstad,
A2264A56-1E2D-470D-AF54-4C62B7FA5883,Västra Götaland,"Tidaholm, Falköping, Tidaholm",Kungslena,
A24F2BBD-A02D-41A2-B992-C98D258441C5,"Skåne, Blekinge, Kronoberg","Osby, Olofström, Älmhult, Tingsryd, Alvesta",Härlunda,
A24F6B8E-E63C-44F9-96BF-9EC31B7155F8,Västra Götaland,"Bengtsfors, Åmål",Fröskog,
A278CCC3-0B29-49A9-A142-9AA7459B9F5D,Västra Götaland,"Vänersborg, Trollhättan, Grästorp",Norra Björke,
A283B7F5-68A4-44BC-A9AA-386A48096408,Kalmar,Mörbylånga,Stenåsa,
A29337D5-7A73-4403-8A6E-B0BFCABE8392,Blekinge,"Ronneby, Karlshamn",Åryd,
A295498F-3DC3-4D0F-8F8E-D3F3FAC115CC,Jönköping,"Gnosjö, Gislaved",Gnosjö,
A2B40FB3-FA07-479E-89A0-BD4D8508E5FD,Halland,"Falkenberg, Hylte",Krogsered,
A2BC12B2-B785-49D1-A0AC-FAF283AADEDF,Uppsala,Uppsala,Ärentuna,
A2C232C0-0812-429D-A0E5-07DA32887ED1,Västra Götaland,"Vara, Vara, Essunga, Grästorp, Essunga",Ryda,
A2C70CD2-E675-414C-B0B1-46399F387745,Skåne,Svalöv,Källs Nöbbelöv,
A2E6C9EE-DD0D-43C2-9FBD-BB61F88CBDD4,Skåne,"Staffanstorp, Lund",Kyrkheddinge,
A2E6EF91-C965-4A6C-8C66-8982CF0437AC,Västra Götaland,"Mellerud, Vänersborg, Mellerud",Erikstad,
A2FE1CA2-AD95-4E63-8B3B-3E7FA02C2990,Skåne,"Höör, Hörby, Hässleholm, Hörby, Höör",Höör,2022-06-03
A3169BF7-5A2A-4F39-9187-B894EE25FF19,Norrbotten,"Övertorneå, Haparanda, Kalix, Haparanda, Övertorneå",Karl Gustav,
A335616C-88E7-4242-867E-E7391DB3A64A,Södermanland,Nyköping,Spelvik,
A3496E39-C187-45AD-8BCE-8293E6C74C78,Kalmar,Borgholm,Föra,
A3657E29-FF1A-42E9-928F-474D08C50139,Dalarna,Rättvik,Boda,
A3713E65-2418-46D3-8F0A-D304BC81D19C,Västra Götaland,"Vara, Grästorp, Grästorp",Håle,
A37600A6-902A-4BBB-94DE-84BD4989C03B,Västra Götaland,"Tranemo, Svenljunga, Borås, Ulricehamn",Dannike,
A39488A2-D295-4218-B8A3-A5D4EF663C11,Skåne,"Perstorp, Hässleholm, Örkelljunga",Röke,
A3A62BB4-3952-4144-9CCD-5FE51C0C4C0E,Västra Götaland,"Tjörn, Orust, Kungälv, Stenungsund, Tjörn",Valla,
A3A8C111-EF9C-48D1-8218-6336CB5013A4,Jämtland,"Östersund, Krokom, Krokom, Östersund",Aspås,
A3D4CCF0-F46F-4BA1-96D9-5228391BA5E0,Halland,Kungsbacka,Vallda,
A4001783-9EDB-45D3-B796-159529E33F38,Östergötland,Linköping,Rystad,
A4266AC9-B5D6-48F9-8FC3-FB7711190ADF,Västra Götaland,Lidköping,Lidköping,
A44247BF-70E0-42D9-A349-D0A50F636805,Skåne,Malmö,Lockarp,
A46D2F3D-5E98-4DFB-A2F3-73A75D2051F8,"Kalmar, Östergötland","Västervik, Kinda, Åtvidaberg",Kättilstad,
A49AC4F4-7F47-4EDF-A5B2-71618EA13156,Värmland,Kristinehamn,Kristinehamn,
A4A95E4F-329D-44CB-8F7C-D0B62913F348,Skåne,"Hässleholm, Höör, Klippan",Matteröd,
A4CC03DD-D730-4521-8A0C-631EA651EAF8,Uppsala,"Tierp, Älvkarleby, Tierp, Älvkarleby, Tierp, Uppsala, Heby",Tierp,
A4D1B5B6-4497-4E8A-9CAA-E654FD411FE6,Skåne,Ängelholm,Munka Ljungby,
A4D6C27D-B77F-4CC7-A0DF-661594958342,Östergötland,"Ödeshög, Boxholm, Mjölby, Ödeshög, Ödeshög, Vadstena, Ödeshög, Mjölby",Rök,
A51BDC85-47B0-4393-824C-64B3AE887E6F,"Västmanland, Södermanland","Kungsör, Eskilstuna",Råby-Rekarne,
A5463C3E-4517-4C0B-A002-AD62B43E4F5A,Jönköping,"Nässjö, Jönköping, Aneby",Järsnäs,
A566F005-1643-4FC3-96DB-D519DF3EA096,Norrbotten,"Piteå, Piteå, Luleå, Älvsbyn, Luleå",Norrfjärden,
A5722060-AB34-42DE-9A2C-EA75C62B1DDD,Kalmar,"Oskarshamn, Västervik, Vimmerby",Hjorted,
A5825CFB-506F-462B-B1F3-D0E63872FDA1,Skåne,Helsingborg,Fjärestad,
A58ED2BD-1536-4F10-B508-6D0EF436DFD3,Kalmar,"Mörbylånga, Borgholm, Mörbylånga",Algutsrum,
A5B5E6BE-355F-4E8B-B5FD-2966637E0113,Västra Götaland,"Lilla Edet, Trollhättan",Tunge,
A5D561D6-9916-47C6-89F5-7C26E7D5D919,Blekinge,"Karlshamn, Olofström, Sölvesborg",Mörrum,
A5D81889-5DDA-46C4-90F9-00A754A3C894,Västra Götaland,"Falköping, Skara, Skara, Skövde",Eggby,
A604A4EF-8752-4745-9C43-BF32D8FB1B4F,Västra Götaland,"Skövde, Falköping, Falköping, Falköping, Skara, Falköping, Skövde, Skövde, Falköping, Skara",Brunnhem,
A61A1B56-CDA2-4194-8BBE-2EAA852BFA23,Östergötland,"Motala, Mjölby",Skeppsås,
A6401506-7BA1-4C9C-BE19-B19B3B2BFA3A,Blekinge,"Karlskrona, Karlskrona, Ronneby",Fridlevstad,
A655B58B-134B-4010-B8A8-442BC3C017C0,Stockholm,"Salem, Botkyrka, Huddinge, Haninge, Ekerö",Botkyrka,
A664AD27-4733-4B8D-95F5-352E13101B34,"Östergötland, Jönköping, Östergötland","Boxholm, Tranås, Boxholm, Mjölby",Ekeby,
A6919A12-8265-4784-B552-60783099C978,Västra Götaland,"Skövde, Mariestad, Skövde, Mariestad",Böja,
A6CB2361-5162-4C60-BB1A-36DDEC5336E8,Värmland,"Hammarö, Karlstad, Karlstad",Östra Fågelvik,
A6F2D662-270E-471E-92DB-DD1488CE38D6,Örebro,"Örebro, Kumla",Mosjö,
A6FEB6E7-8155-4C15-8FE4-D4A0078E095E,Västra Götaland,"Borås, Ulricehamn, Ulricehamn",Södra Ving,
A70A0034-8160-439E-AB91-2EA1F42369FA,Gotland,Gotland,Atlingbo,
A7143BFC-79A3-4B22-A484-835E3B08CE0F,Kalmar,"Kalmar, Nybro, Nybro",Mortorp,
A7393742-3D30-4900-BF5C-8904CE8A4F14,"Östergötland, Örebro","Motala, Askersund",Västra Ny,
A73C21D3-59B8-47CD-8C17-160DB6DBB73D,"Gävleborg, Dalarna, Gävleborg","Ovanåker, Rättvik, Ljusdal, Ovanåker",Voxna,
A74551B5-786E-4627-9E6B-261DED9A52CF,Jönköping,Vetlanda,Bäckaby,
A7705290-E097-4B59-8FA8-4BAB5FEFDF9A,Västra Götaland,"Ale, Lilla Edet, Ale, Alingsås, Ale",Sankt Peder,
A7909EF8-5BCE-4C03-9EC2-A4546394F3C4,Västra Götaland,"Borås, Borås, Ulricehamn",Äspered,
A7A233EE-68DB-4BEF-95BD-F2FF3876015B,"Jönköping, Jönköping, Västra Götaland","Mullsjö, Mullsjö, Habo, Tidaholm",Utvängstorp,
A7A491DE-5AA7-4C02-B75F-0DD59F5FEE61,Kronoberg,"Växjö, Tingsryd, Växjö",Uråsa,
A80267E8-DCD5-453A-9C9A-84BE9159D577,"Blekinge, Kronoberg","Ronneby, Tingsryd",Backaryd,
A871D224-BEF7-4315-8C14-E6E9EADB37F2,Skåne,"Perstorp, Höör, Klippan, Hässleholm",Färingtofta,2022-06-03
A87D890A-A6BB-40ED-B4BC-2FCB970AC2F9,Skåne,"Burlöv, Staffanstorp",Görslöv,
A8C39403-4B91-4B75-B342-C0B6C8B59DF5,"Örebro, Västra Götaland, Värmland, Örebro","Degerfors, Gullspång, Kristinehamn, Degerfors",Rudskoga,
A8DF026E-658E-4AB4-8F66-499AA022D5F7,Gotland,Gotland,Sproge,
A8F02077-DA73-46EE-A1BA-CFD2EE9929E1,"Kronoberg, Jönköping, Kronoberg","Alvesta, Värnamo, Alvesta",Mistelås,
A8FDCADC-9F29-451D-8B26-4586C94E13BB,Västra Götaland,"Mellerud, Färgelanda, Bengtsfors",Dalskog,
A9023DF2-A02F-4435-A44C-6717696DAEDC,"Östergötland, Jönköping, Östergötland","Ydre, Eksjö, Ydre, Aneby",Västra Ryd,
A9247D4B-8D3B-43A3-B9EF-B1BE066D9F1D,Östergötland,"Linköping, Linköping, Motala",Klockrike,
A976B998-8E5E-4601-9873-D2A5FD223209,Kalmar,Västervik,Gamleby,
A992EB16-5151-4BCC-BC95-9D6AA519A8A0,Gävleborg,"Hudiksvall, Bollnäs, Hudiksvall, Ljusdal, Nordanstig, Hudiksvall",Delsbo,
A99EC3D3-746F-4DC4-A46C-985B58C824A8,"Västmanland, Södermanland","Kungsör, Eskilstuna, Västerås, Hallstahammar",Tumbo,
A9ED27E1-1903-4E96-BEC5-DBBD1E3F3C13,Skåne,"Simrishamn, Tomelilla, Kristianstad, Simrishamn, Kristianstad, Simrishamn",Brösarp,
AA1BD4B3-2A4B-4C1D-A4E7-E50F9889A167,Östergötland,"Linköping, Söderköping, Norrköping",Skärkind,
AA219EC2-618B-45C1-A431-ACC63116B43C,Kalmar,"Emmaboda, Nybro",Örsjö,
AA3A8004-7B80-452A-A2CE-DFF3538ECE82,Skåne,"Vellinge, Malmö",Gessie,
AA530BB8-C111-4B31-9C7C-6E00395A13E3,Västra Götaland,"Mariestad, Götene",Björsäter,
AA6F189F-5128-46A5-B8A8-89E4A8EF73CF,"Jämtland, Västernorrland","Ragunda, Östersund, Strömsund, Sollefteå",Hammerdal,
AAA34688-8286-47E4-A8AD-0481B9DEB6AC,Stockholm,Norrtälje,Estuna,
AAAFF3E3-BAEE-4287-A470-0F356829373F,Jönköping,"Vaggeryd, Vaggeryd, Jönköping",Byarum,
AACAD9D3-6AD3-442A-B9CE-E689761F4D51,Södermanland,Nyköping,Tuna,
AAD52F75-2715-42C2-BD26-4CD1CBD70587,Västra Götaland,"Skövde, Tibro, Skövde",Locketorp,
AB0B0805-D6D3-41A9-8A67-10571312655C,Skåne,"Båstad, Ängelholm",Grevie,
AB29F1C5-F911-41CB-B047-7DB91F6A9049,Västra Götaland,"Vara, Essunga, Vara",Vara,
AB326186-2BAC-4750-A933-0DD61A8181DE,Örebro,"Ljusnarsberg, Hällefors, Hällefors, Nora, Lindesberg, Ljusnarsberg",Hjulsjö,
AB3F7757-524B-4FAD-AC96-2862EE876A09,Blekinge,"Karlshamn, Sölvesborg",Ysane,
AB52AD91-987D-4535-BB77-528374E77736,Östergötland,"Ödeshög, Vadstena, Vadstena",Rogslösa,
AB8777AD-A32C-499F-9448-03785C1B13E9,Västra Götaland,"Grästorp, Vänersborg, Grästorp",Sal,
ABB9D38F-766F-4D88-A75F-D0305BC932BC,Kalmar,Mörbylånga,Segerstad,
ABB9DDE6-89DE-4676-B414-BBB505826B67,Skåne,"Ängelholm, Båstad",Barkåkra,
ABE2F689-DD77-4E62-A166-368A4D90C80C,Skåne,Kävlinge,Barsebäck,
AC0888F2-4F7A-4C56-9EE4-E85C443335BF,Skåne,"Klippan, Örkelljunga, Åstorp, Klippan",Klippan,2022-06-03
AC1FBAFE-F988-468E-BA70-C0ADEA98FCE3,Stockholm,"Värmdö, Nacka, Haninge, Tyresö",Ingarö,
AC23D595-2D58-4B9B-B6A9-E9B6FF588712,"Skåne, Kronoberg","Osby, Hässleholm, Älmhult, Markaryd",Visseltofta,
AC5E5A65-69FF-416F-B695-373E9DBDB815,Västernorrland,Härnösand,Säbrå,
